id_hogar,ingreso_mensual_hogar,estrato_socioeconomico,recibe_subsidio,numero_integrantes_hogar,numero_menores_hogar,adulto_mayor_hogar,persona_con_discapacidad_hogar,acceso_internet_estable,acceso_servicios_basicos_completo,riesgo_habitacional,tiempo_desplazamiento_cabecera_min,distancia_centro_salud_min,inasistencia_escolar_hogar,nivel_educativo_jefe_hogar,barrio
H01022,1499002,2,0,3,0,1,0,0,1,2,57,38,0,1,San Carlos
H01023,867332,1,0,4,2,1,0,1,1,5,49,18,1,3,San Jorge
H01024,1757112,2,0,3,0,0,0,1,1,4,49,50,1,4,Villa Sofía
H01025,652560,1,1,5,4,1,0,0,0,5,27,20,1,1,El Bosque
H01026,1772352,3,1,5,1,0,1,0,1,4,83,21,1,3,Nueva Colombia
H01027,1899519,2,0,3,2,0,0,1,1,2,24,18,0,5,El Progreso
H01028,1583052,3,0,3,3,0,0,0,0,4,18,86,0,4,Manablanca
H01029,912220,1,1,5,4,0,1,0,0,4,55,17,1,2,La Primavera
H01030,2758949,4,0,4,1,0,0,1,1,2,23,30,0,4,Las Acacias
H01031,2087636,1,0,5,2,0,0,1,1,3,75,74,1,4,Villa Sofía
H01032,2470030,4,0,3,0,0,0,1,1,2,20,10,0,4,Las Flores
H01033,1813588,2,1,5,2,0,0,1,1,3,30,87,0,1,Manablanca
H01034,933712,1,1,7,4,1,0,0,1,4,33,24,0,3,Bellavista
H01035,1783393,1,1,3,1,0,0,1,1,4,38,25,0,2,El Porvenir
H01036,1474253,3,1,8,5,0,0,1,1,4,17,4,1,2,La Esperanza
H01037,4190478,4,0,3,1,0,0,1,1,2,37,22,0,4,El Porvenir
H01038,1903387,1,0,8,4,0,1,1,1,2,21,33,0,1,El Porvenir
H01039,581055,1,1,7,2,0,0,0,0,5,84,50,1,2,Nueva Colombia
H01040,1266113,2,1,5,1,0,1,1,0,2,33,55,0,3,La Unión
H01041,1888140,2,0,4,2,1,0,0,1,2,110,55,0,3,El Carmen
H01042,2809062,3,0,5,2,1,0,1,1,2,60,23,0,2,San Carlos
H01043,1882674,2,0,6,3,0,0,1,1,2,41,34,0,2,San Jorge
H01044,659649,2,0,5,1,0,0,1,0,4,33,38,1,2,La Aurora
H01045,1466251,1,1,3,3,0,0,1,0,2,12,36,1,1,Las Flores
H01046,3714949,3,0,3,2,0,0,1,1,2,29,18,0,3,La Primavera
H01047,2052544,2,1,5,2,1,1,0,1,2,86,31,0,2,La Aurora
H01048,1582442,3,0,4,1,1,0,1,0,4,47,45,0,2,San Jorge
H01049,1230737,1,1,7,3,0,0,0,1,3,38,27,0,2,El Carmen
H01050,1327153,2,1,4,3,0,0,0,0,3,79,42,0,4,La Primavera
H01051,1451870,2,1,6,3,0,0,1,1,4,60,26,0,2,Villa Diana
H01052,742035,2,0,7,3,0,0,0,0,4,43,62,1,2,El Bosque
H01053,1979814,3,1,6,3,1,0,0,1,3,49,32,1,3,Villa Sofía
H01054,1422614,1,1,4,0,0,0,0,1,4,85,74,0,2,La Primavera
H01055,2219933,3,0,3,2,0,0,1,1,2,13,30,0,4,Las Acacias
H01056,1438265,2,0,5,0,0,0,1,1,4,23,17,0,3,Villa Sofía
H01057,1840953,2,1,7,0,0,0,0,1,3,35,38,1,1,El Bosque
H01058,2031862,3,0,3,2,0,0,1,1,4,20,26,0,3,Centro
H01059,2308581,2,1,4,2,1,0,0,1,4,96,31,0,1,San Jorge
H01060,2080305,3,1,4,4,1,0,0,1,3,32,31,0,3,Buenos Aires
H01061,1391574,1,0,4,4,1,0,1,1,2,50,30,1,1,Los Pinos
H01062,1828606,1,1,5,0,1,0,1,1,3,81,67,0,2,El Carmen
H01063,984618,2,0,7,0,0,0,0,1,4,28,14,0,2,Villa Sofía
H01064,1329192,2,0,4,0,0,0,0,0,4,72,102,0,1,Nueva Colombia
H01065,1212870,1,1,3,2,0,0,1,0,3,70,19,0,2,Las Acacias
H01066,2444160,2,0,4,1,0,0,1,1,3,16,22,0,5,San Luis
H01067,1101571,2,1,5,0,0,1,0,1,2,19,21,0,2,Manablanca
H01068,1954189,3,0,7,3,0,0,1,0,4,62,70,1,4,La Victoria
H01069,1743261,1,1,4,2,1,0,0,0,5,74,41,1,1,Centro
H01070,2451176,4,1,4,1,0,0,1,1,1,30,26,0,4,Las Acacias
H01071,1228586,2,1,3,2,1,0,1,1,1,48,69,1,2,Santa Ana
H01072,1390010,2,1,4,1,0,0,1,1,2,34,21,0,4,La Esperanza
H01073,1862072,3,0,5,0,0,0,1,1,1,22,11,0,4,Buenos Aires
H01074,3174696,3,0,3,1,0,0,1,1,2,28,20,0,4,San Carlos
H01075,1417052,3,0,4,1,0,1,1,1,2,20,22,1,5,Villa Diana
H01076,695274,1,1,5,1,0,0,0,1,5,109,79,0,2,Manablanca
H01077,2582862,2,0,3,1,1,1,1,0,2,30,29,0,3,Las Acacias
H01078,3405887,3,0,4,1,0,0,1,1,1,34,11,0,3,La Victoria
H01079,1395391,2,1,4,0,0,1,0,1,1,67,69,0,2,El Bosque
H01080,1740784,2,1,6,1,1,0,0,1,4,18,26,1,3,Las Acacias
H01081,1635520,2,0,3,2,0,0,1,1,4,62,47,0,2,Bellavista
H01082,1054234,1,0,6,1,0,0,1,1,3,13,38,0,2,San Jorge
H01083,2078063,1,1,3,1,0,0,0,1,4,50,25,0,4,Santa Ana
H01084,1071537,1,1,3,3,0,0,1,1,2,49,44,0,2,Buenos Aires
H01085,1807123,2,0,4,1,0,0,1,1,3,50,53,0,1,Las Acacias
H01086,2094834,3,0,6,1,1,0,0,1,3,49,43,0,2,San Luis
H01087,2537101,2,1,6,1,1,0,1,1,2,24,12,0,3,Las Acacias
H01088,1592089,2,1,3,2,0,0,1,1,2,81,31,1,2,La Victoria
H01089,1642201,2,0,4,1,0,0,0,1,3,95,72,0,3,Altos del Sol
H01090,1890097,2,0,7,2,1,0,0,1,3,40,25,0,1,La Victoria
H01091,2208645,2,1,6,1,0,0,1,1,4,15,49,1,2,San Jorge
H01092,2521032,3,0,4,0,0,0,1,1,1,27,6,1,3,Villa Diana
H01093,2366962,3,0,5,0,1,0,1,1,1,46,10,0,4,El Progreso
H01094,1004306,2,0,6,3,0,0,1,0,2,45,41,0,2,La Unión
H01095,1507120,2,1,6,3,1,0,1,1,5,49,30,0,3,San Jorge
H01096,3124990,2,1,5,1,1,0,1,1,2,18,10,1,4,La Primavera
H01097,1104608,2,0,3,1,1,0,1,1,2,44,46,0,3,Manablanca
H01098,1939493,2,1,6,2,0,0,1,1,1,73,49,1,2,Las Flores
H01099,1544145,2,1,3,3,0,0,0,0,3,91,53,0,3,San Luis
H01100,2240731,2,0,3,1,0,0,1,1,2,19,23,0,4,Centro
H01101,1040406,2,1,7,3,1,0,1,1,4,43,59,0,2,Altos del Sol
H01102,1161270,2,1,5,2,0,0,1,1,5,16,40,0,1,Los Pinos
H01103,1051144,1,1,5,1,0,0,0,1,2,46,69,1,3,La Aurora
H01104,1417793,3,1,5,4,0,0,0,0,3,18,35,0,2,Villa Sofía
H01105,1053503,2,1,4,3,0,0,1,1,2,6,42,0,2,Las Acacias
H01106,1549674,1,0,6,4,0,0,1,1,4,39,19,1,1,El Bosque
H01107,1414022,2,0,6,2,1,1,0,1,4,13,7,1,2,Altos del Sol
H01108,1745477,2,1,4,2,1,0,1,1,2,44,33,0,3,Altos del Sol
H01109,3423631,4,0,2,1,1,0,1,1,1,21,19,0,4,San Jorge
H01110,1406698,2,0,2,0,0,0,1,1,5,58,18,1,3,Altos del Sol
H01111,2676223,2,0,3,1,1,0,1,1,1,31,5,0,2,El Progreso
H01112,3234759,3,0,6,3,0,0,1,1,1,28,21,1,3,La Unión
H01113,3188377,3,0,3,2,0,0,1,1,3,40,7,0,5,San Jorge
H01114,1565110,2,0,4,1,1,0,1,1,3,36,53,0,1,San Luis
H01115,2301049,2,1,3,3,0,0,1,1,3,24,6,0,3,Centro
H01116,1551028,2,0,7,3,1,0,0,0,2,35,13,0,3,Centro
H01117,4022566,4,1,6,2,0,0,1,1,2,42,12,0,4,Buenos Aires
H01118,746056,1,1,5,1,0,0,1,1,5,87,61,0,1,Villa Diana
H01119,1639810,3,0,7,3,0,0,1,1,4,28,34,0,2,San Jorge
H01120,1385880,2,0,4,3,0,0,1,1,2,20,20,0,1,Villa Diana
H01121,749115,1,0,3,3,0,0,0,1,3,63,18,0,1,El Bosque
H01122,2649536,4,0,5,2,0,0,1,1,1,5,16,1,5,San Luis
H01123,1373230,2,1,6,0,1,0,1,1,5,57,40,1,1,El Bosque
H01124,1069180,3,0,5,2,0,0,0,1,2,84,55,0,1,Villa Sofía
H01125,1603761,2,0,2,2,0,0,0,0,2,64,41,0,2,Villa Diana
H01126,630486,2,1,4,3,0,0,0,1,4,56,66,0,1,Nueva Colombia
H01127,2222331,3,0,3,0,0,0,1,1,1,27,29,0,3,Santa Ana
H01128,1584972,3,0,7,2,0,1,1,1,3,58,14,0,3,La Unión
H01129,1281974,2,0,2,2,1,0,0,1,4,119,11,0,3,San Luis
H01130,3651245,3,0,3,1,0,0,0,1,2,17,3,0,4,Santa Ana
H01131,2660447,2,0,4,0,0,0,1,1,2,27,33,0,3,San Carlos
H01132,1207508,1,1,3,0,0,0,1,0,4,124,57,1,2,Villa Sofía
H01133,1546894,2,0,5,2,0,0,1,0,3,60,40,0,3,San Luis
H01134,1678454,1,0,4,4,0,0,0,1,4,34,34,0,4,Buenos Aires
H01135,1668387,3,0,6,1,0,0,0,1,4,21,34,0,2,La Aurora
H01136,1739016,2,1,4,1,1,0,1,0,3,68,42,0,3,Nueva Colombia
H01137,1971583,2,1,4,2,0,0,0,1,4,22,29,0,1,La Unión
H01138,3045773,4,0,2,0,0,1,1,1,3,27,27,0,4,La Primavera
H01139,2008728,2,0,4,1,1,0,0,1,2,94,50,0,2,La Victoria
H01140,2495336,2,1,6,6,0,0,1,1,3,40,23,1,2,El Porvenir
H01141,2797435,3,0,3,1,0,0,1,1,2,21,19,0,2,San Luis
H01142,1223561,2,0,6,1,0,0,1,1,4,67,21,1,1,La Primavera
H01143,2472172,4,0,2,2,0,1,0,1,2,32,16,0,5,San Luis
H01144,2614506,3,0,5,1,0,0,1,1,3,17,5,1,4,Villa Diana
H01145,1425571,3,0,6,0,0,0,1,1,4,78,14,0,2,San Carlos
H01146,990205,1,1,7,3,0,1,1,1,5,77,25,0,3,Manablanca
H01147,1510498,2,0,7,2,0,0,1,1,4,51,13,0,2,Bellavista
H01148,1548926,3,1,4,4,0,1,1,1,5,53,26,0,2,La Unión
H01149,2150778,2,0,5,4,1,0,1,1,3,33,42,1,4,El Porvenir
H01150,2675308,3,0,4,0,0,0,1,1,1,16,22,0,3,El Carmen
H01151,754492,2,1,5,2,0,1,1,1,1,52,23,0,3,Las Acacias
H01152,3006541,2,0,3,2,0,0,1,1,2,21,29,0,4,La Victoria
H01153,3265162,4,0,6,2,0,1,1,1,2,41,6,0,4,Centro
H01154,1273895,3,0,5,3,0,0,1,1,4,18,4,0,1,San Jorge
H01155,1242873,2,0,5,0,0,0,0,1,3,76,32,0,3,La Victoria
H01156,3291953,3,0,5,1,1,0,1,1,2,44,16,0,4,Buenos Aires
H01157,1456877,3,1,5,0,0,0,0,0,2,70,68,1,3,Las Acacias
H01158,1490576,2,0,5,0,0,0,0,1,4,68,45,1,3,Los Pinos
H01159,1704514,1,1,4,2,0,1,0,0,3,47,47,0,4,Las Acacias
H01160,633456,2,1,8,4,0,0,0,0,5,64,74,0,1,Manablanca
H01161,1986174,2,0,4,0,0,1,0,0,4,52,44,0,2,Altos del Sol
H01162,2681032,3,1,3,0,0,0,1,1,1,15,19,0,2,El Porvenir
H01163,1601960,2,1,7,1,0,0,1,1,4,5,36,0,3,La Primavera
H01164,2113359,2,0,3,1,0,0,1,1,3,39,19,0,3,El Progreso
H01165,1884612,3,0,4,1,1,0,0,1,2,22,11,0,4,El Porvenir
H01166,1960130,2,0,8,2,1,0,1,1,4,31,4,1,3,Santa Ana
H01167,1278273,2,1,7,2,0,0,1,1,3,30,49,0,2,Bellavista
H01168,332963,1,1,7,0,0,0,0,0,4,85,56,0,2,San Luis
H01169,2884749,3,0,3,1,0,0,1,1,2,64,11,0,4,El Progreso
H01170,1937505,2,0,8,4,1,0,1,1,4,39,28,0,3,San Carlos
H01171,1183212,1,0,4,3,1,1,0,1,3,40,28,0,2,Altos del Sol
H01172,2173628,1,1,6,2,0,0,1,0,2,43,28,0,2,Manablanca
H01173,2217178,4,0,2,0,0,1,1,1,1,23,27,1,4,Los Pinos
H01174,2670770,2,0,3,3,1,0,1,1,1,25,34,0,4,Bellavista
H01175,991073,1,1,5,1,1,0,0,0,4,106,67,0,3,El Carmen
H01176,721178,2,1,7,2,0,0,1,0,5,65,18,0,2,Las Acacias
H01177,1140403,1,0,4,1,1,1,1,1,3,83,16,0,3,Nueva Colombia
H01178,1542318,2,1,5,2,0,0,1,1,2,29,45,0,2,La Esperanza
H01179,2054159,2,0,3,1,0,0,1,1,1,13,13,0,4,Bellavista
H01180,642382,2,1,3,6,1,0,1,0,4,103,52,1,3,El Bosque
H01181,1531705,1,0,2,1,0,0,1,0,5,27,24,0,4,Villa Sofía
H01182,1095202,1,0,5,2,0,1,1,1,1,8,36,0,1,El Porvenir
H01183,1344137,3,0,5,4,0,0,1,1,4,16,39,0,3,La Primavera
H01184,1342402,2,1,5,2,0,0,1,1,4,44,27,0,1,San Jorge
H01185,2718646,3,0,4,1,0,0,1,1,1,31,3,0,3,El Progreso
H01186,801824,2,1,4,5,0,0,0,0,5,93,63,0,2,Buenos Aires
H01187,1112158,2,0,6,2,0,0,1,1,4,49,28,1,2,La Victoria
H01188,2079627,2,1,6,3,0,1,1,1,4,20,18,1,3,Las Flores
H01189,1848415,1,1,5,1,1,0,0,0,3,80,79,0,1,San Luis
H01190,1402359,2,0,3,1,0,0,1,1,2,62,60,1,2,Villa Sofía
H01191,3089156,3,0,3,1,0,0,1,1,3,49,6,0,3,San Luis
H01192,2389113,2,0,5,1,0,0,1,1,3,62,33,0,3,La Aurora
H01193,1257646,2,1,5,2,0,0,1,1,2,63,4,0,2,El Progreso
H01194,1494853,1,0,4,0,0,1,1,1,2,76,41,0,1,Los Pinos
H01195,2974897,3,0,4,0,1,0,1,1,1,29,17,0,3,El Progreso
H01196,1477736,1,1,4,2,1,0,0,0,2,27,21,0,2,Altos del Sol
H01197,2587784,3,0,4,1,0,0,1,1,1,23,10,0,4,La Primavera
H01198,1422208,2,0,4,4,0,0,1,1,3,68,24,1,4,Los Pinos
H01199,300000,1,1,3,2,0,0,0,1,2,25,26,0,2,San Carlos
H01200,1712480,2,0,7,1,0,0,1,1,3,26,18,1,1,Santa Ana
H01201,1027211,2,0,5,2,0,0,0,1,3,56,24,0,3,San Luis
H01202,1301755,2,0,4,1,0,0,1,0,3,30,68,0,4,El Bosque
H01203,1100121,1,1,6,2,0,1,0,0,5,83,70,0,3,San Luis
H01204,1241098,2,0,1,4,1,0,1,1,3,33,48,1,1,Buenos Aires
H01205,1904843,2,0,6,1,1,0,1,1,2,33,37,1,4,La Unión
H01206,745084,1,1,7,3,1,0,0,1,4,69,62,0,3,Buenos Aires
H01207,2794160,2,0,5,1,0,0,1,1,1,5,14,0,4,Buenos Aires
H01208,1283447,2,1,7,3,0,0,1,1,3,29,17,1,3,Santa Ana
H01209,1851279,2,0,6,4,0,0,1,1,3,40,26,0,1,Las Flores
H01210,1460480,1,0,6,4,1,0,0,0,2,30,11,0,2,El Progreso
H01211,1416772,2,1,5,0,0,0,1,1,5,5,27,0,4,El Porvenir
H01212,933030,2,1,2,2,0,0,1,1,3,39,39,0,2,La Aurora
H01213,623703,2,1,6,4,0,0,0,0,4,91,50,0,3,Villa Sofía
H01214,1085691,1,1,6,1,1,1,0,1,4,103,92,0,2,Buenos Aires
H01215,1680126,2,1,5,2,0,0,0,1,3,39,37,0,3,Nueva Colombia
H01216,2981705,2,0,4,1,0,1,1,1,1,33,5,1,4,El Porvenir
H01217,1645385,2,0,7,2,0,0,1,1,4,45,25,1,2,La Aurora
H01218,1703518,2,1,5,1,0,0,1,0,5,22,18,0,2,La Aurora
H01219,1906658,3,0,3,1,0,0,1,1,2,20,16,0,4,El Carmen
H01220,1411233,2,0,3,0,0,0,1,0,5,17,15,0,1,El Porvenir
H01221,2062386,2,0,7,2,1,0,0,1,4,44,43,1,3,Villa Sofía
H01222,1604266,3,1,3,2,0,0,1,1,2,38,45,0,3,Manablanca
H01223,1617768,1,1,7,2,0,1,1,0,4,18,16,0,2,San Jorge
H01224,1985767,2,1,1,1,0,0,0,1,3,18,41,0,2,Altos del Sol
H01225,1347531,3,0,4,2,0,0,0,1,3,89,10,0,2,El Carmen
H01226,1322658,2,1,7,0,1,0,1,1,3,22,71,1,2,Altos del Sol
H01227,1386784,2,1,7,2,1,0,1,1,2,21,17,1,2,El Bosque
H01228,1664096,1,1,2,2,0,0,1,1,4,71,50,0,2,Manablanca
H01229,1879633,1,1,4,0,1,0,1,0,4,74,34,0,2,Manablanca
H01230,3533796,4,0,3,1,0,0,1,1,1,31,24,1,5,Centro
H01231,1317696,3,0,5,1,0,0,1,1,2,21,26,0,2,La Unión
H01232,3110975,3,0,3,1,0,0,1,1,1,28,26,0,4,Villa Diana
H01233,2168084,3,1,6,3,1,0,0,1,3,10,38,1,2,La Primavera
H01234,1454702,1,1,4,3,1,1,0,0,2,69,60,0,1,La Aurora
H01235,1719758,1,1,6,2,0,0,0,0,4,50,31,0,3,Santa Ana
H01236,750548,2,1,6,2,0,0,1,1,3,47,16,0,2,San Carlos
H01237,1870541,2,0,3,0,0,0,1,1,3,13,18,0,4,Bellavista
H01238,2516213,3,0,4,0,0,0,1,1,1,12,3,0,3,Los Pinos
H01239,1694234,2,0,4,1,1,0,1,1,2,13,7,0,3,El Porvenir
H01240,2205289,3,0,5,4,1,0,1,1,4,29,7,0,4,San Carlos
H01241,1888535,3,1,6,1,0,0,1,0,4,24,16,0,3,Villa Diana
H01242,1079245,1,1,4,2,1,0,1,1,2,43,50,1,3,La Victoria
H01243,1362741,2,0,2,2,1,0,0,0,4,36,24,0,2,Villa Sofía
H01244,1254733,1,0,1,2,0,1,0,1,2,27,19,0,2,Las Acacias
H01245,2681691,3,1,4,1,0,0,1,0,1,21,22,1,4,Buenos Aires
H01246,1477180,2,0,6,2,0,0,1,0,3,42,24,0,1,La Esperanza
H01247,1829854,2,1,5,1,0,0,0,1,5,49,67,0,3,El Carmen
H01248,994527,1,1,5,4,1,0,1,1,4,42,31,1,1,Altos del Sol
H01249,1706692,2,0,4,1,0,0,0,1,2,4,17,0,4,Las Flores
H01250,1718191,2,1,5,2,0,0,0,1,3,18,19,0,3,La Aurora
H01251,3284616,3,1,5,2,0,0,1,1,1,3,18,0,4,Las Flores
H01252,2004951,3,0,5,2,0,0,1,1,2,21,21,1,4,San Luis
H01253,3259622,3,0,4,0,0,0,1,1,1,33,14,0,3,La Primavera
H01254,540420,1,1,9,3,0,1,0,0,4,80,40,1,2,San Luis
H01255,812755,3,1,4,3,1,1,1,1,4,51,28,0,3,La Primavera
H01256,1518768,1,1,5,3,0,0,1,0,4,64,28,0,2,Las Flores
H01257,3111711,2,0,2,1,0,0,1,1,3,27,9,0,4,El Progreso
H01258,1151951,2,1,4,1,0,0,1,1,2,65,31,1,3,Nueva Colombia
H01259,2249611,1,1,5,3,1,0,0,1,3,58,15,1,2,El Carmen
H01260,892792,1,1,3,0,0,0,0,0,4,91,47,0,1,El Bosque
H01261,2346710,2,0,3,1,0,0,1,1,2,40,12,0,4,Las Flores
H01262,2772059,3,0,4,0,1,0,1,1,3,17,6,0,3,El Porvenir
H01263,1102801,2,1,6,3,1,0,0,1,5,38,86,0,2,El Bosque
H01264,2495521,3,0,3,0,0,0,1,1,2,15,18,0,2,La Esperanza
H01265,1156803,1,1,5,1,0,1,0,0,2,43,31,0,2,La Unión
H01266,3298422,4,1,3,3,0,0,1,1,1,30,15,0,3,La Victoria
H01267,3089212,3,0,4,2,1,0,1,1,2,20,12,0,5,El Porvenir
H01268,1367839,2,1,5,1,1,0,0,1,3,62,30,0,1,El Bosque
H01269,685107,1,1,6,2,0,0,0,1,5,69,44,0,1,Villa Sofía
H01270,1556276,2,1,6,1,0,0,1,1,4,39,40,1,2,La Victoria
H01271,3004410,2,1,1,1,0,0,1,1,2,32,29,0,2,La Victoria
H01272,1743528,2,1,3,1,0,0,1,1,3,86,70,0,2,El Bosque
H01273,702247,1,1,4,1,0,1,1,1,4,72,87,0,2,San Jorge
H01274,1321441,1,0,4,2,0,0,0,1,3,79,77,1,3,La Victoria
H01275,1451782,2,1,4,0,1,0,1,1,3,47,25,0,1,Centro
H01276,1116308,2,1,6,2,0,0,0,1,5,20,87,1,2,El Bosque
H01277,1416281,2,1,5,2,0,0,0,0,4,53,31,0,2,Nueva Colombia
H01278,1513319,2,1,4,3,1,0,1,1,3,7,21,0,2,El Porvenir
H01279,672263,2,0,5,4,0,0,0,1,4,74,73,0,2,Buenos Aires
H01280,798592,3,0,5,0,0,0,1,0,5,45,27,0,2,La Aurora
H01281,1779726,1,1,7,2,0,0,1,1,1,40,27,0,3,Altos del Sol
H01282,841251,2,0,3,2,0,0,1,0,3,49,24,1,4,Los Pinos
H01283,1118510,1,1,4,0,0,0,1,1,4,46,15,0,3,Villa Sofía
H01284,1187586,2,1,4,2,0,0,0,1,2,32,37,1,2,La Unión
H01285,1602738,2,1,6,1,0,0,1,1,4,58,18,0,2,San Luis
H01286,954865,1,0,3,3,0,0,1,0,3,78,33,1,2,Altos del Sol
H01287,1578195,2,1,4,3,1,0,1,0,5,39,39,1,1,El Progreso
H01288,995221,1,0,6,3,0,0,0,0,4,59,24,0,2,Buenos Aires
H01289,2711555,3,0,5,1,0,0,1,1,2,17,7,0,3,Buenos Aires
H01290,1590740,2,1,5,2,1,0,1,1,2,5,36,1,3,La Unión
H01291,2679989,4,0,5,0,1,0,1,1,2,19,11,0,4,Los Pinos
H01292,1906424,3,1,7,1,0,0,1,1,3,27,46,1,4,Centro
H01293,1344713,2,0,5,1,1,0,1,1,4,55,24,0,2,Las Flores
H01294,365845,1,1,4,2,0,0,1,1,2,42,40,0,4,Nueva Colombia
H01295,2112926,3,1,5,1,0,0,1,1,2,17,10,1,3,San Jorge
H01296,1541756,2,1,7,3,0,0,1,1,3,36,35,1,3,Bellavista
H01297,1948671,3,0,4,1,0,0,1,1,2,32,26,0,4,Las Flores
H01298,656678,2,1,4,0,0,0,1,1,2,62,18,0,2,Buenos Aires
H01299,2186778,2,1,5,1,0,0,0,1,3,47,36,1,4,La Primavera
H01300,1256792,3,0,8,2,0,0,1,1,4,30,19,0,2,San Luis
H01301,3106202,2,1,4,2,0,0,0,1,2,27,18,0,4,El Carmen
H01302,1240466,2,1,2,0,0,0,0,0,2,46,19,1,3,San Luis
H01303,265533,2,1,4,2,0,0,0,1,5,114,34,0,1,El Carmen
H01304,820887,1,0,6,2,1,0,1,1,3,44,15,0,3,El Progreso
H01305,2522602,3,0,6,2,0,0,1,1,1,24,13,0,5,Bellavista
H01306,1833000,1,1,5,3,0,0,1,0,5,43,31,1,3,Las Flores
H01307,1541162,2,0,5,1,0,0,1,1,4,27,25,1,2,Villa Diana
H01308,1692902,2,0,5,2,0,0,1,0,3,69,50,0,4,Bellavista
H01309,1381362,1,1,3,3,0,0,1,1,3,53,39,0,2,El Bosque
H01310,1410327,2,0,6,2,1,0,0,1,3,84,60,0,3,San Jorge
H01311,1321751,2,0,5,2,0,0,1,0,5,16,26,0,1,El Porvenir
H01312,985135,1,1,6,3,0,0,1,1,3,47,23,0,3,Los Pinos
H01313,2553389,3,0,4,0,0,0,1,1,3,18,17,0,3,San Luis
H01314,1225310,2,0,6,2,0,0,1,1,3,36,22,0,1,Altos del Sol
H01315,1723700,3,0,5,1,1,0,1,0,3,18,49,0,2,Altos del Sol
H01316,1676369,3,0,6,0,0,0,0,1,4,17,6,0,2,La Aurora
H01317,3777476,4,0,4,0,0,0,1,1,1,13,27,0,4,Buenos Aires
H01318,1715772,2,0,4,5,0,0,1,0,4,42,22,0,1,La Aurora
H01319,1427415,3,0,5,3,0,0,0,1,4,23,48,0,2,La Unión
H01320,1679174,3,0,4,2,1,1,1,1,3,27,20,0,2,El Carmen
H01321,1132264,1,1,4,2,0,0,0,1,2,5,29,1,2,Bellavista
H01322,1234047,1,1,5,2,0,0,1,1,5,64,25,0,4,Villa Sofía
H01323,1887047,3,1,6,0,1,0,0,0,5,55,31,0,2,Santa Ana
H01324,739209,2,1,5,3,0,0,1,0,4,27,73,0,2,Villa Sofía
H01325,2082824,2,0,6,4,0,0,1,1,1,41,33,1,2,Buenos Aires
H01326,1196332,2,1,5,2,1,0,1,1,1,5,9,0,1,San Carlos
H01327,799270,1,1,5,2,0,0,1,1,2,40,33,0,2,La Primavera
H01328,1485713,3,0,5,1,0,0,1,1,3,25,17,1,3,Los Pinos
H01329,718178,1,0,5,0,0,1,0,1,5,18,36,0,2,El Carmen
H01330,2864397,3,1,3,2,0,0,1,1,2,22,22,0,4,San Jorge
H01331,1743152,2,1,6,1,0,0,0,1,3,55,19,1,2,El Bosque
H01332,1173853,2,1,5,1,0,0,1,0,4,50,16,0,1,Las Flores
H01333,1284309,1,1,5,1,0,0,1,0,5,44,16,0,1,La Primavera
H01334,1929276,2,1,5,4,0,0,1,1,3,59,29,0,2,La Primavera
H01335,1579881,1,0,5,4,0,0,0,1,3,62,43,1,2,El Carmen
H01336,824980,1,1,5,1,0,1,0,1,3,71,80,0,1,La Victoria
H01337,2425266,4,1,3,2,1,0,1,1,3,11,12,0,4,San Jorge
H01338,1566652,2,1,4,2,0,1,0,1,3,54,41,1,2,Nueva Colombia
H01339,1658617,2,1,6,2,0,1,1,1,1,49,36,0,4,El Carmen
H01340,1548716,1,0,4,0,0,1,0,1,4,60,43,0,1,La Primavera
H01341,1636011,1,1,4,1,0,0,0,1,3,57,39,0,1,Manablanca
H01342,2911596,4,0,5,2,0,0,1,1,2,24,32,0,4,La Victoria
H01343,1322153,1,0,3,1,1,0,0,1,3,64,20,0,2,Manablanca
H01344,740155,2,1,4,3,0,0,0,1,5,58,54,1,2,San Luis
H01345,1202745,2,0,4,3,0,1,0,0,4,66,62,1,3,La Primavera
H01346,1393625,1,1,3,3,1,0,0,0,4,14,42,0,2,El Carmen
H01347,3221062,2,0,3,2,0,0,1,1,2,29,26,0,3,Villa Diana
H01348,1027604,2,0,7,2,0,0,1,1,2,34,6,0,2,El Bosque
H01349,1490771,3,1,4,3,0,0,1,1,2,53,4,1,3,San Carlos
H01350,1457857,2,0,6,2,1,1,0,0,4,77,33,0,1,Bellavista
H01351,1110468,3,0,6,2,0,0,1,0,3,26,37,0,1,Nueva Colombia
H01352,3319399,3,0,1,1,0,0,1,1,3,19,3,0,5,Las Acacias
H01353,1352929,1,0,2,3,0,0,1,1,5,28,34,0,2,Las Acacias
H01354,1652644,2,0,5,2,0,0,1,0,4,50,7,0,1,La Unión
H01355,3272747,3,0,5,1,1,1,1,1,1,3,25,0,5,La Unión
H01356,1656110,1,1,2,1,0,0,1,0,3,56,17,1,2,Centro
H01357,696227,2,1,6,3,0,0,0,1,5,52,75,1,1,San Luis
H01358,1308020,2,0,6,4,0,1,0,1,2,31,25,1,3,Las Acacias
H01359,3202660,3,1,4,3,0,0,1,1,2,23,20,0,4,La Primavera
H01360,1697432,3,1,1,1,0,0,1,1,1,31,17,0,4,Las Flores
H01361,1500055,1,1,6,3,0,0,1,0,4,5,16,0,3,El Carmen
H01362,937132,1,1,4,1,1,0,1,0,4,58,40,0,3,Las Flores
H01363,1753374,2,0,6,3,0,0,1,0,4,15,13,1,4,San Jorge
